1.623007882784234823e+01 2.264804156846026828e+01 9.774186844072488611e+01
8.246522406548489670e+00 5.902193365410870740e+01 2.635108406702019224e+01
4.735038977029047302e+00 1.299281709886867731e+01 9.642393016939269756e+00
9.966561589115110920e+00 4.139015621959067914e+01 6.932521499365074646e+01
8.881604385914442901e+00 2.839460852482014985e+01 1.509165739729590783e+01
1.164351536839740753e+01 1.491443966307457991e+01 8.305593636892787401e+00
8.942567548407298617e+00 1.403921166370169615e+01 4.070234495708043454e+01
6.700273754880856814e+01 7.249189551235508588e+01 3.779535693337638236e+01
7.945289870212997485e+00 1.424884922094262940e+01 8.701405313401780361e+00
7.135371673644161028e+00 7.502524734127650419e+00 1.813919409054674503e+01
6.104008933398725745e+00 2.375309104364313484e+01 1.210430740894663337e+01
7.961697863303191625e+00 3.034287561783857257e+01 7.056980982341941377e+00
1.891304395217763812e+01 1.486574396073807947e+01 5.764691941962785648e+01
1.621717042343097503e+01 3.642106052032834640e+01 1.460473424902860273e+01
4.580332430572305213e+00 4.813975392824215049e+01 1.165442010258931482e+01
9.769692846015939125e+00 7.114846970707881724e+01 1.130840978903245109e+01
1.092678805906025019e+01 4.082691080301528075e+01 4.399094916233161001e+01
8.683433924193174391e+00 1.359333591335599749e+02 6.670347361789792728e+01
1.161875129977383914e+01 1.743375327782079154e+01 1.715938342226728963e+01
6.844872358375835297e+00 2.254528972082194116e+01 1.108263888166253075e+01
