1.839006965998426324e+01 4.338252575036735692e+01 2.996519509073571186e+01
1.799959471834316105e+01 2.553399266702744796e+01 4.318030588172066331e+01
5.520063118243142242e+01 6.509302860205420416e+01 5.963978340869022077e+01
3.512964521123336681e+01 1.634615912840646956e+01 4.207053807358917652e+01
1.595705471653370111e+01 2.120228551843185016e+01 1.944150396215233201e+01
1.954109630668035891e+01 1.849916429736407153e+01 2.390327478474956635e+01
7.128805820159384687e+00 1.233547685417780926e+01 1.009711897999460284e+01
1.292611054948286409e+01 1.987942543334103007e+01 2.132160135827774994e+01
2.137662058188525549e+01 5.606901301603052445e+01 4.459669502416938514e+01
1.861119818512657886e+01 1.105667851880672536e+01 2.221893157759080140e+01
1.404444717008030707e+01 1.983162671533119692e+01 1.546690387702954261e+01
2.323566412781452684e+01 5.530489801949347850e+01 4.150995941497208719e+01
1.958631796834297489e+01 3.316791580153409313e+01 9.824387185708289394e+00
1.261461879614055448e+01 3.774920239059296989e+01 3.197000579466805092e+01
1.344807050180629382e+01 4.427609225478840926e+01 1.131418044712381921e+01
1.558342724868199625e+01 6.709954329178368937e+01 3.602085901836004922e+01
1.844382953141526826e+01 3.746608236780281231e+01 2.945067781904225868e+01
1.913841012035145894e+01 3.447477507924893558e+01 3.284804432332038715e+01
1.631162205698455736e+01 4.174049101570074782e+01 3.117551326222018915e+01
1.081255336792474431e+01 1.800596579740633274e+01 4.638675531597559143e+01
