1.372497596339460557e+01 4.764515255803916460e+01 2.882434475071720570e+01
2.031272427616947951e+01 3.096665291050114277e+01 5.848717068926887208e+01
3.190485789388863935e+01 3.531044449102112992e+01 2.735876536811557713e+01
1.175827368907259363e+01 3.381003794243724059e+01 4.005722573276710108e+01
3.543654216817245839e+01 2.992732084241156443e+01 1.999702434133777018e+01
1.256819723874889938e+01 4.014237747516439470e+01 3.160324009559002789e+01
2.362468016370933199e+01 2.341420238891149452e+01 3.320937084158840946e+01
2.647018960580722791e+01 2.623322316679547939e+01 3.668506286456898380e+01
5.314756783894398495e+01 2.040190724342338058e+01 6.134260059776409690e+01
2.356439223023648211e+01 5.571861912983886356e+01 5.886994591282731903e+01
3.222768568318269189e+01 5.631899179369138153e+01 3.905225741089624591e+01
1.939671417744064641e+01 8.840919563907789325e+01 1.175972249162761756e+02
2.190621550539205487e+01 2.136757104323591250e+01 2.650935739376915379e+01
3.820109244402103599e+01 2.918454341816135056e+01 4.288772111423580924e+01
5.001659998163231080e+01 9.667064610187186702e+01 5.571607331783168604e+01
4.278526479743442223e+01 9.487980999455290032e+01 3.708488356446508760e+01
1.503388325338004883e+01 2.686400559911725949e+01 3.079000438825023167e+01
3.026348070311894389e+01 7.371571297045910853e+01 3.895867856742454904e+01
2.908854300598508047e+01 5.278650968546315170e+01 3.181902728280273607e+01
2.839259638349363257e+01 5.279774061645499472e+01 2.441185761179091429e+01
